"user_id","visit_date","path"
1,2018-06-11,"example.com/features"
2,2018-04-21,"example.com/features"
3,2018-07-12,"example.com"
5,2019-01-04,"example.com/features"
6,2018-04-24,"example.com/pricing"
6,2018-04-29,"example.com/pricing"
7,2018-09-30,"example.com/pricing"
7,2018-10-10,"example.com"
7,2018-10-12,"example.com/pricing"
8,2018-05-01,"example.com/pricing"
8,2018-05-05,"example.com"
9,2018-11-14,"example.com/pricing"
9,2018-11-17,"example.com/features"
10,2018-09-07,"example.com"
10,2018-09-11,"example.com"
10,2018-09-12,"example.com/features"
11,2018-10-19,"example.com/features"
11,2018-10-22,"example.com"
12,2019-01-28,"example.com"
12,2019-01-29,"example.com/pricing"
12,2019-01-30,"example.com/features"
12,2019-01-31,"example.com"
13,2018-04-21,"example.com/features"
14,2018-04-17,"example.com/features"
14,2018-04-20,"example.com"
14,2018-04-21,"example.com/pricing"
15,2018-06-14,"example.com"
15,2018-06-19,"example.com/features"
16,2018-06-28,"example.com"
17,2018-06-05,"example.com/features"
17,2018-06-07,"example.com/pricing"
18,2018-04-11,"example.com/features"
18,2018-04-17,"example.com"
19,2018-07-02,"example.com/pricing"
19,2018-07-04,"example.com"
20,2018-04-27,"example.com/features"
20,2018-05-04,"example.com"
20,2018-05-05,"example.com"
20,2018-05-06,"example.com/features"
21,2018-11-28,"example.com/pricing"
21,2018-12-04,"example.com"
21,2018-12-05,"example.com"
21,2018-12-06,"example.com"
22,2018-05-22,"example.com/features"
22,2018-05-25,"example.com"
22,2018-05-26,"example.com/features"
22,2018-05-27,"example.com/features"
24,2018-04-14,"example.com/pricing"
24,2018-04-17,"example.com/features"
25,2018-06-09,"example.com/pricing"
25,2018-06-13,"example.com"
26,2018-11-16,"example.com"
26,2018-11-17,"example.com"
26,2018-11-17,"example.com/features"
27,2018-09-11,"example.com"
27,2018-09-20,"example.com/pricing"
28,2018-12-26,"example.com/pricing"
28,2018-12-27,"example.com"
29,2018-07-03,"example.com/pricing"
29,2018-07-05,"example.com/pricing"
30,2018-11-12,"example.com/features"
30,2018-11-14,"example.com/features"
31,2018-11-15,"example.com/pricing"
31,2018-11-19,"example.com/features"
31,2018-11-20,"example.com"
32,2018-05-22,"example.com"
32,2018-05-26,"example.com/features"
32,2018-05-27,"example.com/pricing"
33,2018-06-08,"example.com"
35,2018-05-02,"example.com"
35,2018-05-09,"example.com"
35,2018-05-10,"example.com"
36,2018-09-01,"example.com"
36,2018-09-06,"example.com"
36,2018-09-07,"example.com/pricing"
37,2018-07-08,"example.com"
37,2018-07-12,"example.com"
37,2018-07-13,"example.com/pricing"
38,2019-01-15,"example.com"
38,2019-01-18,"example.com/pricing"
39,2018-06-11,"example.com"
39,2018-06-15,"example.com"
39,2018-06-16,"example.com/pricing"
39,2018-06-17,"example.com/features"
40,2018-05-09,"example.com/pricing"
41,2018-09-29,"example.com"
42,2018-10-10,"example.com"
43,2019-01-19,"example.com"
43,2019-01-23,"example.com"
43,2019-01-24,"example.com/pricing"
43,2019-01-25,"example.com"
44,2018-11-30,"example.com"
44,2018-12-05,"example.com/features"
44,2018-12-07,"example.com/features"
44,2018-12-08,"example.com/pricing"
44,2018-12-09,"example.com"
45,2018-09-27,"example.com/pricing"
45,2018-10-02,"example.com/pricing"
46,2018-10-26,"example.com/pricing"
46,2018-10-28,"example.com/pricing"
46,2018-10-29,"example.com"
46,2018-10-30,"example.com"
47,2018-10-04,"example.com"
47,2018-10-13,"example.com/features"
47,2018-10-15,"example.com/features"
49,2018-05-07,"example.com/pricing"
49,2018-05-10,"example.com/pricing"
50,2018-05-21,"example.com/pricing"
52,2018-04-16,"example.com"
52,2018-04-18,"example.com/pricing"
52,2018-04-19,"example.com/features"
54,2018-06-07,"example.com/features"
54,2018-06-16,"example.com"
55,2018-10-22,"example.com/pricing"
55,2018-10-26,"example.com/pricing"
56,2018-10-04,"example.com"
56,2018-10-08,"example.com"
57,2018-12-17,"example.com/pricing"
57,2018-12-20,"example.com/features"
58,2018-04-09,"example.com"
58,2018-04-12,"example.com"
59,2018-08-18,"example.com/pricing"
59,2018-08-19,"example.com/pricing"
59,2018-08-20,"example.com"
59,2018-08-21,"example.com/features"
60,2018-11-13,"example.com/features"
61,2018-11-18,"example.com"
61,2018-11-21,"example.com/pricing"
61,2018-11-22,"example.com/features"
61,2018-11-23,"example.com/pricing"
61,2018-11-24,"example.com/pricing"
62,2018-08-28,"example.com/features"
62,2018-09-03,"example.com/features"
62,2018-09-04,"example.com/pricing"
62,2018-09-05,"example.com/features"
63,2018-12-22,"example.com"
63,2018-12-29,"example.com/features"
63,2018-12-31,"example.com/pricing"
64,2018-07-10,"example.com"
64,2018-07-18,"example.com"
64,2018-07-20,"example.com"
64,2018-07-21,"example.com/features"
64,2018-07-23,"example.com/pricing"
65,2018-09-05,"example.com/features"
65,2018-09-07,"example.com"
65,2018-09-08,"example.com/features"
65,2018-09-08,"example.com"
66,2018-12-02,"example.com"
66,2018-12-12,"example.com/pricing"
67,2018-09-10,"example.com"
67,2018-09-17,"example.com/features"
67,2018-09-18,"example.com"
67,2018-09-19,"example.com/pricing"
68,2018-12-06,"example.com/features"
69,2018-05-25,"example.com"
70,2019-01-28,"example.com"
70,2019-01-29,"example.com"
71,2019-01-04,"example.com/pricing"
71,2019-01-07,"example.com/features"
72,2018-05-15,"example.com/pricing"
72,2018-05-22,"example.com/pricing"
72,2018-05-24,"example.com"
73,2018-05-22,"example.com/pricing"
73,2018-05-26,"example.com"
73,2018-05-27,"example.com"
73,2018-05-28,"example.com"
73,2018-05-29,"example.com"
75,2018-07-09,"example.com"
75,2018-07-11,"example.com/pricing"
76,2018-04-15,"example.com"
77,2018-12-02,"example.com"
77,2018-12-05,"example.com"
77,2018-12-06,"example.com"
77,2018-12-07,"example.com"
77,2018-12-08,"example.com/features"
78,2018-08-09,"example.com/pricing"
78,2018-08-15,"example.com/features"
79,2019-01-28,"example.com/features"
79,2019-02-04,"example.com/features"
79,2019-02-05,"example.com/features"
81,2018-10-19,"example.com"
81,2018-10-21,"example.com"
81,2018-10-22,"example.com/pricing"
82,2018-12-03,"example.com/pricing"
83,2018-10-14,"example.com/features"
83,2018-10-23,"example.com/features"
83,2018-10-25,"example.com"
84,2018-10-22,"example.com"
86,2018-05-20,"example.com"
86,2018-05-26,"example.com/features"
86,2018-05-27,"example.com"
88,2018-10-27,"example.com"
88,2018-10-31,"example.com"
89,2018-07-01,"example.com"
90,2018-04-18,"example.com/pricing"
94,2019-01-28,"example.com"
95,2019-01-21,"example.com/pricing"
97,2018-04-11,"example.com/pricing"
97,2018-04-12,"example.com/features"
97,2018-04-13,"example.com/pricing"
98,2018-04-15,"example.com/features"
98,2018-04-19,"example.com"
98,2018-04-20,"example.com"
98,2018-04-21,"example.com"
99,2018-09-27,"example.com/features"
99,2018-10-01,"example.com"
99,2018-10-03,"example.com"
101,2018-06-20,"example.com"
102,2018-08-13,"example.com/pricing"
102,2018-08-17,"example.com/pricing"
102,2018-08-18,"example.com"
102,2018-08-19,"example.com"
105,2018-07-04,"example.com"
105,2018-07-06,"example.com/features"
105,2018-07-06,"example.com/pricing"
105,2018-07-07,"example.com"
106,2019-01-24,"example.com/pricing"
107,2018-06-18,"example.com/features"
108,2018-12-20,"example.com"
108,2018-12-24,"example.com"
108,2018-12-25,"example.com/pricing"
109,2018-05-06,"example.com/features"
109,2018-05-07,"example.com"
111,2018-07-28,"example.com/features"
111,2018-08-02,"example.com"
112,2018-09-06,"example.com"
112,2018-09-09,"example.com"
